Society,event_name,Food available,Alcohol available
SURGFM.USYD,SURG FM End of Semester Party and Awards Night!,1,1
SURGFM.USYD,Mid Broadcast Dranks!,0,1
USydQuidditch,Beach Quidditch Returns: Eyespeakables become friends!,1,0
USydQuidditch,USYD hosts Wednesday Merc!!,0,0
USydQuidditch,USyd Open Beach Quidditch Training,0,0
USydQuidditch,Quidditch Club AGM,0,0
USydQuidditch,USyd Quidditch Bake Sale!,1,0
USydQuidditch,USyd Quidditch DADA Class: Laser Tag,0,0
USydQuidditch,Foodie Friday 4 - Golden Lotus,1,0
USydQuidditch,USyd Internal Fantasy Tournament,0,0
USydQuidditch,Foodie Friday 3 - Real Grounded,1,0
USydQuidditch,USYD Quidditch presents Harry Potter Trivia!,0,1
USydQuidditch,USYD Quidditch Mafia and Card Games!,0,0
USydQuidditch,Special Foodie Thursday - OWLs (Pub Trivia),1,0
USydQuidditch,Quidditch Society General Meeting,0,0
USydQuidditch,USYD Quidditch Flying Class (Trampolining),0,0
USydQuidditch,Foodie Friday 2 - Soul Burger,1,0
USydQuidditch,USYD Quidditch Karaoke Night!,0,1
USydQuidditch,Foodie Friday 1 - Lentil as Anything,1,0
USydQuidditch,Play Quidditch at Sydney Uni (Friday Wk 2),0,0
USydQuidditch,USYD Quidditch Hogsmeade Trip (Newtown Pub Crawl),1,1
USydQuidditch,Play Quidditch at Sydney Uni (Thursday Wk 2),0,0
USydQuidditch,Come and Try Sydney Uni Quidditch (Friday Wk1),0,0
USydQuidditch,Come and Try Sydney Uni Quidditch (Thurs Wk1),0,0
USydQuidditch,Quidditch At Sydney Uni Meet and Greet,0,1
USydQuidditch,Come and Try Sydney Uni Quidditch (Tuesday Wk1),0,0
USydQuidditch,Sydney Uni Quidditch Birthday Drinks!,0,1
USydQuidditch,Quidditch O-Day Demo (& Stall),0,1
USydQuidditch,End of Semester Foodie Friday!,1,0
USydQuidditch,Foodie Friday!,0,0
USydQuidditch,USyd Quidditch goes Disco Ice Skating (plus 3rd Foodie Friday),1,0
USydQuidditch,USyd Quidditch Bake Sale!,0,0
USydQuidditch,USyd Quidditch DADA Class: Laser Tag,0,0
USydQuidditch,USyd Quidditch Karaoke Night!,0,1
USydQuidditch,USyd Quidditch and the Philosopher's Harry Potter Trivia!,0,1
USydQuidditch,Foodie Friday 2 - The Pie Tin,1,0
USydQuidditch,USydQuidditch General Meeting,0,0
USydQuidditch,USyd Horcrux Scavenger Hunt,0,0
USydQuidditch,Foodie Friday 1 - Alice's Thai,1,0
USydQuidditch,USydQuidditch Harry Potter Movie Night 1,0,0
USydQuidditch,USydQuidditch Hogsmeade Trip! (Newtown Pub Crawl),1,1
USydQuidditch,Usyd Quidditch Come and Try! (Friday Wk2),0,0
USydQuidditch,Usyd Quidditch Come and Try! (Thursday Wk2),0,0
USydQuidditch,USyd Quidditch Health and Wellbeing Day Demo Game!,0,0
USydQuidditch,Quidditch Info / Come and Try! (Friday Wk1),0,0
USydQuidditch,Quidditch Info / Come and Try! (Thursday Wk1),0,0
USydQuidditch,USyd Quidditch Broadway Crown Meet & Greet,0,1
USydQuidditch,USyd Quidditch Hermann's Meet and Greet!,0,0
USydQuidditch,USyd Quidditch O-Week Demo,0,0
USydQuidditch,USyd Quidditch Info Day Demo,0,0
USydQuidditch,2016 SUQS AGM,0,0
USydQuidditch,Harry Potter Trivia - Let's Get Quizzical!,0,1
USydQuidditch,Horcrux Hunt,0,0
USydQuidditch,Nerd Cruise,1,1
USydQuidditch,Flying Class ft. Trampolines,0,0
USydQuidditch,Harry Potter and the Goblet of Trivia,0,0
USydQuidditch,Muggle Studies - Laser Tag and Bowling,0,0
USydQuidditch,Hogsmeade Scavenger Hunt,0,1
USydQuidditch,Welcome to Quidditch!,0,0
USydQuidditch,Quidditch Society Meet-and-Greet,1,0
USydQuidditch,O-Week Demo Match,0,0
USydQuidditch,Quidditch Society at O-Week,0,0
USydQuidditch,Quidditch Society AGM 2015,0,0
USydQuidditch,Harry Potter Trivia,0,0
USydQuidditch,SEMESTER 2 WELCOME SESSION!!,0,0
USydQuidditch,Harry Potter Trivia Night!!,0,0
USydQuidditch,First Practice!,0,0
USydQuidditch,Welcome Information Session,0,0
USydQuidditch,Sydney Uni Quidditch Society: O WEEK!,0,0
USydQuidditch,The Sorting Ceremony,0,0
USydQuidditch,Trip to Hogsmeade,0,1
USydQuidditch,Horcrux Hunt,0,0
USydQuidditch,Harry Potter Trivia,0,1
USydQuidditch,The Hufflepuff Bake Sale,0,0
USydQuidditch,SUQS AGM,0,0
USydQuidditch,SUQS General Meeting,0,0
USydQuidditch,SUQS Presents: Happee Birthdae Harry,0,0
USydQuidditch,Quidditch Does Harry Potter Trivia,0,0
USydQuidditch,Week 6 Quidditch Training,0,0
USydQuidditch,Post-Easter (Week 5) Training Session,0,0
USydQuidditch,Week 3 - Training and SUNRISE!,0,1
USydQuidditch,Week 2 Quidditch Training and Dranks,0,1
USydQuidditch,O WEEK QUIDDITCH,0,0
USydQuidditch,SUQS Week 13 Training,0,0
USydQuidditch,SUQS Quidditch Training,0,0
sydneyuniversitymedicalsociety,SUMS General Meeting,0,0
sydneyuniversitymedicalsociety,SUMS AGM 2017,0,0
sydneyuniversitymedicalsociety,SUMS Annual Lambie Dew Oration,0,0
sydneyuniversitymedicalsociety,SUMS Stage 3 Transition Night,0,0
sydneyuniversitymedicalsociety,SUMS BLUE Party: All Profits for BeyondBlue,1,0
sydneyuniversitymedicalsociety,SUMS Ordinary Meeting,0,0
sydneyuniversitymedicalsociety,SUMS Presents: USYD Petting Zoo!,0,0
sydneyuniversitymedicalsociety,SUMS Seminar: Mental Health of Young Doctors,1,0
sydneyuniversitymedicalsociety,SUMS Mental Health Month of May,0,0
sydneyuniversitymedicalsociety,SUMS World's Greatest Shave 2017,0,0
sydneyuniversitymedicalsociety,SUMS General Meeting,0,0
sydneyuniversitymedicalsociety,SUMS Presents: 58th Annual Lambie Dew Oration,0,0
sydneyuniversitymedicalsociety,SUMS AGM & 2017 Executive Elections,0,0
sydneyuniversitymedicalsociety,SUMS Ordinary Meeting,0,0
sydneyuniversitymedicalsociety,SUMS General Meeting,0,0
sydneyuniversitymedicalsociety,SUMS Annual General Meeting,0,0
sydneyuniversitymedicalsociety,SUMS World's Greatest Shave Competition,1,0
sydneyuniversitymedicalsociety,SUMS presents... Halfway GradBall,0,1
sydneyuniversitymedicalsociety,"The 2015 Lambie Dew Oration: Fran Baum, on Creating Healthy and Fair Communities",0,0
sydneyuniversitymedicalsociety,SUMS presents... Stage 3 Transition Night,0,0
sydneyuniversitymedicalsociety,USYD vs. UNDS | BOQ Specialist Charity Rugby Cup,1,0
sydneyuniversitymedicalsociety,R U OK? Day at Sydney Medical School,0,0
sydneyuniversitymedicalsociety,SUMS Seminar Series - Respiratory,0,0
sydneyuniversitymedicalsociety,Yes We CANS,0,0
sydneyuniversitymedicalsociety,***RED PARTY 2015*** (Presented by GlobalHome and SUMS),0,0
sydneyuniversitymedicalsociety,SUMS 2015 Mental Health Forum,0,0
sydneyuniversitymedicalsociety,SUMS presents... MEDBALL 2015 'MIDNIGHT IN PARIS',0,0
sydneyuniversitymedicalsociety,SUMS Seminar Series - B is for B-Cell: Immunology,0,0
sydneyuniversitymedicalsociety,SUMS Seminar Series - Neurology,0,0
sydneyuniversitymedicalsociety,Sydney University Medical Society General Meeting,0,0
sydneyuniversitymedicalsociety,SUMS AGM,1,1
sushades,Shades takes over Birdcage!,0,0
sushades,Shades: Graffiti Tunnel REDO,0,0
sushades,Shades Glitter Gala Pre-party - Verge Festival Feat. Nic Kelly,1,1
sushades,Shades: Queer Beers,1,1
sushades,Shades: Queer Speed Friend-ing!,1,1
sushades,Shades AGM (AGAIN!),0,0
sushades,Today! - Shades AGM,0,0
sushades,Shades: End of the World,0,1
sushades,Shades Does Queer Christmas,0,1
sushades,USYD OWeek: Queer Beers,0,1
sushades,Birdcage x Shades ICLC Fundraiser!,0,0
sushades,Shades Back to School: Safe Schools Edition,0,0
sushades,Shades AGM 2.0,0,0
sushades,SHADES AGM,0,0
sushades,SHADES General Meeting,0,0
sushades,SHADES & ACON PRESENT: Marriage Gras,0,0
sushades,Glitter Gala 2015,0,1
sushades,SHADES INVADERS: Aliens & Astronauts,0,0
sushades,Radical Sex and Consent Closing Night Party,0,1
sushades,SHADES: Back 2 Black,0,0
sushades,SHADES ATTENDS: Midsummer,0,0
sushades,SHADES: AGM,0,0
sushades,SHADES Movie Night: Pride for Pride!,1,0
sushades,SHADES: Pride Week BBQ!,0,0
sushades,SHADES: Apocalypse,0,0
sushades,SHADES: Welcome Lunch!,1,0
sushades,SHADES: End of Sem 80's Party!,0,1
sushades,Glitter Gala *SOLD OUT*,0,1
sushades,SHADES Presents: Drag on Campus!,0,0
sushades,SHADES Presents: Radical Sex & Consent Day Party,0,0
sushades,SHADES goes to Queer Revue!,0,1
sushades,SHADES does trivia for a Queer cause!,0,0
sushades,SHADES goes back to school!,0,1
sushades,SHADES Welcome Back BBQ!,1,0
sushades,SHADES Carnivale!,0,1
sushades,SHADES AGM!!!,0,1
sushades,A Speaker Night with SHADES,0,1
sushades,SHADES Hosts Manning Trivia,0,1
sushades,TODAY!!!! SHADES Talks Oral Sex for Health and Wellbeing Week,0,0
sushades,SHADES takes over DENDY CINEMAS for ROCKY HORROR!!,0,0
sushades,SHADES START OF SEMESTER PARTY: Mobsters Vs Lobsters!,0,1
sushades,SHADES Picnic,0,1
sushades,SHADES O Week welcome drinks!,1,1
sushades,A SHADES Christmas,0,0
sushades,"ABC, easy as... SHADES",0,1
sushades,SHADES Trivia,1,0
sushades,SHADES does Super Queeroes,0,1
sushades,SHADES does Queer Revue!,0,1
sushades,SHADES BBQ: Prep for Wear it Purple,1,0
sushades,SHADES: General Meeting,0,0
sushades,SHADES Movie Night: Bridesmaids,1,0
sushades,SHADES WINTER WONDERLAND,0,0
sushades,SHADES: The Welcome Back BBQ,1,0
usydscisoc,SciSoc O-Week Stall,1,0
180DegreesSydneyUniversity,Pitch Perfect: A Real Consulting Engagement,0,0
180DegreesSydneyUniversity,180 Degrees: 2018 Exec Appointment Info Session,0,0
180DegreesSydneyUniversity,180 Degrees Consulting Cruise,1,1
180DegreesSydneyUniversity,Presentation Skills Workshop,0,0
180DegreesSydneyUniversity,PowerPoint Workshop,0,0
180DegreesSydneyUniversity,180DC x Nous Group Social Impact Case Competition Grand Finals,0,1
180DegreesSydneyUniversity,180 Degrees Consulting: USYD Case Competition Workshop 2017,0,0
180DegreesSydneyUniversity,180DC Empowering Social Enterprises through Student Consultancy,0,0
180DegreesSydneyUniversity,180 Degrees Consulting APAC Conference 2017,1,0
180DegreesSydneyUniversity,Sydney Region Training Day,0,0
180DegreesSydneyUniversity,180 Degrees Consulting: Social Impact Case Competition - Sydney Region Final & Networking Night,0,1
180DegreesSydneyUniversity,180 Degrees Consulting Presents: USYD Case Competition Workshop,0,0
180DegreesSydneyUniversity,180 Degrees Consulting Presents: The Future of Humanitarianism - A Panel Discussion,0,0
180DegreesSydneyUniversity,"180 Degrees Presents: Nous Apps Presentation, Pizza and Trivia",1,0
180DegreesSydneyUniversity,180 Degrees Consulting End of Semester Social,1,1
180DegreesSydneyUniversity,180 Degrees Consulting Case Competition Presentation and Networking Night,0,1
180DegreesSydneyUniversity,180DC Social Impact Consulting Case Competition,0,0
180DegreesSydneyUniversity,180 Degrees Wild Ideas Forum,0,0
180DegreesSydneyUniversity,CHARITIES: DO THEY WORK?,0,0
Filmsoc.USyd,Halloween Double Feature: Ganja & Hess and Re-Animator,0,1
Filmsoc.USyd,Filmsoc Week 12: Xiu Xiu: The Sent Down Girl,1,1
Filmsoc.USyd,Filmsoc Week 11: The Night of the Hunter,1,1
Filmsoc.USyd,Filmsoc Week 10: AGM + Lost Highway,1,1
Filmsoc.USyd,"Filmsoc Week 9: Priscilla, Queen of the Desert",1,1
Filmsoc.USyd,Filmsoc Week 8: Gates of Heaven,1,1
Filmsoc.USyd,Filmsoc turns 70: The Lady from Shanghai,1,1
Filmsoc.USyd,Filmsoc Week 6: The Cabinet of Dr. Caligari,1,1
Filmsoc.USyd,Filmsoc Week 5: Tangerine,1,1
Filmsoc.USyd,Film Trivia at Manning,1,1
Filmsoc.USyd,Filmsoc Week 3: Rocky IV + GM,1,1
Filmsoc.USyd,Filmsoc Week 2: Thx1138,1,1
Filmsoc.USyd,Filmsoc Week 1: Battle Royale,1,1
Filmsoc.USyd,Filmsoc x Dogesoc: End of Semester Mystery Movie,1,1
Filmsoc.USyd,Filmsoc Presents: Sexy Beast,1,1
Filmsoc.USyd,Filmsoc presents: Perfect Blue,1,1
Filmsoc.USyd,Filmsoc Presents: Moment of Innocence,1,1
Filmsoc.USyd,Filmsoc Presents: Funeral Parade of Roses,1,1
Filmsoc.USyd,Filmsoc Presents: Polyester,1,1
Filmsoc.USyd,Filmosc presents: The Last Laugh,1,1
Filmsoc.USyd,Filmsoc presents: Picnic at Hanging Rock,1,0
Filmsoc.USyd,Filmsoc presents: The Love Witch,1,0
Filmsoc.USyd,"Filmsoc Presents: ""Phantom of the Paradise""",1,0
Filmsoc.USyd,Filmsoc presents: The Piano,0,0
Filmsoc.USyd,Filmsoc Week 2: Beyond The Valley of the Dolls,1,1
Filmsoc.USyd,Filmsoc 2017 Opening: Wake in Fright,1,1
Filmsoc.USyd,FilmSoc Halloween: Braindead,1,1
Filmsoc.USyd,FilmSoc Week 12: The Forbidden Room,1,1
Filmsoc.USyd,FilmSoc Trivia at Manning Bar!,0,0
Filmsoc.USyd,FilmSoc Week 11: Muddy River,1,1
Filmsoc.USyd,FilmSoc AGM + Paris is Burning,0,0
Filmsoc.USyd,FilmSoc Week 9: Meek's Cutoff,1,1
Filmsoc.USyd,FilmSoc Week 8: Certified Copy,1,1
Filmsoc.USyd,FilmSoc Week 7: The Proposition,1,1
Filmsoc.USyd,FilmSoc Week 6: Sweet Smell of Success,1,1
Filmsoc.USyd,FilmSoc + German Kultur Klub Present: M,1,1
Filmsoc.USyd,FilmSoc Week 4: Wild at Heart & General Meeting,1,1
Filmsoc.USyd,FilmSoc Week 3: The Hunt,1,1
Filmsoc.USyd,FilmSoc Week 2: The Duke of Burgundy,1,1
Filmsoc.USyd,FILMSOC OPENING NIGHT: GREMLINS,1,1
Filmsoc.USyd,FilmSoc Week 13: Tekkonkinkreet,1,1
Filmsoc.USyd,FilmSoc Week 12: Yeelen,1,1
Filmsoc.USyd,FilmSoc Week 11: THE SPIRIT OF THE BEEHIVE,1,1
Filmsoc.USyd,FilmSoc Week 10: THE FUTURE,1,1
Filmsoc.USyd,FilmSoc Week 9: WALKABOUT,1,1
Filmsoc.USyd,FilmSoc Week 8: SPEED RACER,1,1
Filmsoc.USyd,FilmSoc Trivia at Manning Bar!,0,0
Filmsoc.USyd,FilmSoc Week 7: THE KILLING,1,1
Filmsoc.USyd,FilmSoc Week 6: BATTLES WITHOUT HONOUR AND HUMANITY,1,1
Filmsoc.USyd,FilmSoc Week 5: WADJDA,1,1
Filmsoc.USyd,FilmSoc Week 4: 25th HOUR,1,1
Filmsoc.USyd,FilmSoc Week 3: THE ACT OF KILLING,1,1
Filmsoc.USyd,FilmSoc Welcome Drinks at The Flodge,1,1
Filmsoc.USyd,FilmSoc Opening Night: AMERICAN PSYCHO at Hermanns,1,0
Filmsoc.USyd,FilmSoc Week 13: ~MYSTERY HALLOWEEN MOVIE~~,1,1
Filmsoc.USyd,FilmSoc Week 12: SYMBIOPSYCHOTAXIPLASM: TAKE ONE,1,1
Filmsoc.USyd,FilmSoc and SUFF present: SECRET CINEMA #4,1,1
Filmsoc.USyd,FilmSoc Week 11: THE ASCENT,1,1
Filmsoc.USyd,FilmSoc Week 10: STARSHIP TROOPERS,1,1
Filmsoc.USyd,FilmSoc attends: SHOWGIRLS Symposium,0,0
Filmsoc.USyd,FilmSoc & SUFF present: SECRET CINEMA #3,0,0
Filmsoc.USyd,Filmsoc Week 9: SAFE,1,1
Filmsoc.USyd,FilmSoc Annual General Meeting,1,0
Filmsoc.USyd,"Filmsoc Week 8: YOU, THE LIVING",1,1
Filmsoc.USyd,Filmsoc Week 7: CRIA CUERVOS...,1,1
Filmsoc.USyd,Filmsoc Week 6: MILLENNIUM ACTRESS,1,1
Filmsoc.USyd,Filmsoc Week 5: A GIRL WALKS HOME ALONE AT NIGHT,1,1
Filmsoc.USyd,FilmSoc & SUFF present: SECRET CINEMA #1,0,0
Filmsoc.USyd,Filmsoc and the French Society present: LES DIABOLIQUES,0,1
Filmsoc.USyd,Filmsoc Week 3: JODOROWSKY'S DUNE,1,1
Filmsoc.USyd,Filmsoc Week 2: AFTER HOURS,1,1
Filmsoc.USyd,Filmsoc Opening Night: MAD MAX: THE ROAD WARRIOR,1,1
Filmsoc.USyd,Filmsoc Week 13: Upstream Color,1,1
Filmsoc.USyd,Filmsoc Week 12: Pastoral: To Die in the Country,1,1
Filmsoc.USyd,"Filmsoc Week 11: 4 Months, 3 Weeks and 2 Days",1,1
Filmsoc.USyd,USyd's Sydney Film Festival Showcase 2015,0,0
Filmsoc.USyd,Filmsoc Week 10: Evil Dead II,1,1
Filmsoc.USyd,Filmsoc Week 9: Timecrimes,1,1
Filmsoc.USyd,Filmsoc Week 8: Meshes of the Afternoon/Le Bonheur,1,1
Filmsoc.USyd,Filmsoc Week 6: The Five Obstructions,1,1
Filmsoc.USyd,Filmsoc Week 5: SECONDS,1,1
Filmsoc.USyd,Filmsoc presents: Semester 1 Trivia,0,0
Filmsoc.USyd,Filmsoc Week 4: WALTZ WITH BASHIR + General Meeting,1,1
Filmsoc.USyd,FilmSoc Week 3: THE BABADOOK,1,1
Filmsoc.USyd,FilmSoc Week 2: DO THE RIGHT THING,1,1
Filmsoc.USyd,FilmSoc Opening Night: FARGO at Hermann's!,1,0
Filmsoc.USyd,FilmSoc presents: Oweek Film Trivia,0,0
Filmsoc.USyd,FilmSoc Presents: Halloween Mystery Movie,1,1
Filmsoc.USyd,FilmSoc Week 12: TROPICAL MALADY,1,1
Filmsoc.USyd,FilmSoc Week 11: LATE SPRING,1,1
Filmsoc.USyd,FilmSoc Week 10: TO BE OR NOT TO BE,1,1
Filmsoc.USyd,FilmSoc Week 9: 35 SHOTS OF RUM,1,1
Filmsoc.USyd,FilmSoc Annual General Meeting 2014,1,1
Filmsoc.USyd,FilmSoc Week 8: Pariah,1,1
Filmsoc.USyd,FilmSoc Week 7: The Discreet Charm of the Bourgeoisie,1,1
Filmsoc.USyd,FilmSoc Week 6: CLOSE-UP,1,1
Filmsoc.USyd,FilmSoc Week 5: Z,1,1
Filmsoc.USyd,FilmSoc Trivia Night @ Manning Bar (Drinks! Pizza! Prizes! Etc.!),1,0
Filmsoc.USyd,FilmSoc Week 4: Lore,1,1
Filmsoc.USyd,FilmSoc Week 3: The Man Who Wasn't There,1,1
